0,0,17,176,8,6,1
1,0,18,176,6,6,1
2,0,19,176,4,4,1
3,0,20,176,4,4,1
4,0,21,176,2,2,1
5,0,22,176,8,6,1
6,0,23,176,6,6,1
7,0,24,176,4,4,1
8,0,25,176,2,2,1
9,0,26,176,1,2,0
10,0,27,176,6,6,1
11,0,28,176,4,4,1
12,0,29,176,4,4,1
13,0,30,176,2,2,1
14,0,31,176,1,2,0
15,0,32,176,6,6,1
16,0,33,176,4,4,1
17,0,34,176,4,4,1
18,0,35,176,1,2,0
19,0,36,176,1,2,0
20,0,37,176,20,16,1
21,0,38,176,6,6,1
22,0,39,176,4,4,1
23,0,40,176,4,4,1
24,0,41,176,2,2,1
25,0,42,176,6,6,1
26,0,43,176,4,4,1
27,0,44,176,4,4,1
28,0,45,176,2,2,1
29,0,46,176,1,2,0
30,0,47,176,4,4,1
31,0,48,176,4,4,1
32,0,49,176,2,2,1
33,0,50,176,1,2,0
34,0,51,176,1,2,0
35,0,52,176,8,6,1
36,0,53,176,4,4,1
37,0,54,176,4,4,1
38,0,55,176,1,2,0
39,0,56,176,1,2,0
40,0,57,176,8,6,1
41,0,58,176,6,6,1
42,0,59,176,4,4,1
43,0,60,176,4,4,1
44,0,61,176,1,2,0
45,0,62,176,8,6,1
46,0,63,176,6,6,1
47,0,64,176,4,4,1
48,0,65,176,4,4,1
49,0,66,176,2,2,1
50,0,67,176,8,6,1
51,0,68,176,6,6,1
52,0,69,176,4,4,1
53,0,70,176,2,2,1
54,0,71,176,1,2,0
55,0,72,176,6,6,1
56,0,73,176,4,4,1
57,0,74,176,2,2,1
58,0,75,176,1,2,0
59,0,76,176,1,2,0
60,0,77,176,6,6,1
61,0,78,176,4,4,1
62,0,79,176,2,2,1
63,0,80,176,1,2,0
64,0,81,176,1,2,0
65,0,82,176,8,6,1
66,0,83,176,6,6,1
67,0,84,176,4,4,1
68,0,85,176,2,2,1
69,0,86,176,1,2,0
70,0,87,176,6,6,1
71,0,88,176,4,4,1
72,0,89,176,2,2,1
73,0,90,176,1,2,0
74,0,91,176,1,2,0
75,0,92,176,6,6,1
76,0,93,176,4,4,1
77,0,94,176,4,4,1
78,0,95,176,2,2,1
79,0,96,176,1,2,0
80,0,97,176,8,6,1
81,0,98,176,6,6,1
82,0,99,176,4,4,1
83,0,100,176,2,2,1
84,0,101,176,1,2,0
85,0,102,176,8,6,1
86,0,103,176,6,6,1
87,0,104,176,4,4,1
88,0,105,176,2,2,1
89,0,106,176,1,2,0
90,0,107,176,6,6,1
91,0,108,176,4,4,1
92,0,109,176,4,4,1
93,0,110,176,1,2,0
94,0,111,176,1,2,0
95,0,112,176,6,6,1
96,0,113,176,4,4,1
97,0,114,176,4,4,1
98,0,115,176,2,2,1
99,0,116,176,1,2,0
100,0,117,176,6,6,1
101,0,118,176,4,4,1
102,0,119,176,4,4,1
103,0,120,176,2,2,1
104,0,121,176,1,2,0
105,0,122,176,6,6,1
106,0,123,176,4,4,1
107,0,124,176,4,4,1
108,0,125,176,2,2,1
109,0,126,176,1,2,0
110,0,127,176,8,6,1
111,0,128,176,6,6,1
112,0,129,176,4,4,1
113,0,130,176,2,2,1
114,0,131,176,1,2,0
115,0,132,176,8,6,1
116,0,133,176,6,6,1
117,0,134,176,4,4,1
118,0,135,176,2,2,1
119,0,136,176,1,2,0
120,0,137,176,6,6,1
121,0,138,176,4,4,1
122,0,139,176,4,4,1
123,0,140,176,1,2,0
124,0,141,176,1,2,0
125,0,142,176,4,4,1
126,0,143,176,4,4,1
127,0,144,176,2,2,1
128,0,145,176,1,2,0
129,0,146,176,1,2,0
130,0,147,176,4,4,1
131,0,148,176,4,4,1
132,0,149,176,2,2,1
133,0,150,176,1,2,0
