512
0,506
1,506
2,506
3,506
4,506
5,506
6,506
7,506
8,506
9,506
10,506
11,506
12,506
13,506
14,506
15,506
16,506
17,506
18,506
19,506
20,506
21,506
22,506
23,506
24,506
25,506
26,506
27,506
28,506
29,506
30,506
31,506
32,506
33,506
34,506
35,506
36,506
37,506
38,506
39,506
40,506
41,506
42,506
43,506
44,506
45,506
46,506
47,506
48,506
49,506
50,506
51,506
52,506
53,506
54,506
55,506
56,506
57,506
58,506
59,506
60,506
61,506
62,506
63,506
64,506
65,506
66,506
67,506
68,506
69,506
70,506
71,506
72,506
73,506
74,506
75,506
76,506
77,506
78,506
79,506
80,506
81,506
82,506
83,506
84,506
85,506
86,506
87,506
88,506
89,506
90,506
91,506
92,506
93,506
94,506
95,506
96,506
97,506
98,506
99,506
100,506
101,506
102,506
103,506
104,506
105,506
106,506
107,506
108,506
109,506
110,506
111,506
112,506
113,506
114,506
115,506
116,506
117,506
118,506
119,506
120,506
121,506
122,506
123,506
124,506
125,506
126,506
127,506
128,506
129,506
130,506
131,506
132,506
133,506
134,506
135,506
136,506
137,506
138,506
139,506
140,506
141,506
142,506
143,506
144,506
145,506
146,506
147,506
148,506
149,506
150,506
151,506
152,506
153,506
154,506
155,506
156,506
157,506
158,506
159,506
160,506
161,506
162,506
163,506
164,506
165,506
166,506
167,506
168,506
169,506
170,506
171,506
172,506
173,506
174,506
175,506
176,506
177,506
178,506
179,506
180,506
181,506
182,506
183,506
184,506
185,506
186,506
187,506
188,506
189,506
190,506
191,506
192,506
193,506
194,506
195,506
196,506
197,506
198,506
199,506
200,506
201,506
202,506
203,506
204,506
205,506
206,506
207,506
208,506
209,506
210,506
211,506
212,506
213,506
214,506
215,506
216,506
217,506
218,506
219,506
220,506
221,506
222,506
223,506
224,506
225,506
226,506
227,506
228,506
229,506
230,506
231,506
232,506
233,506
234,506
235,506
236,506
237,506
238,506
239,506
240,506
241,506
242,506
243,506
244,506
245,506
246,506
247,506
248,506
249,506
250,506
251,506
252,506
253,506
254,506
255,506
256,506
257,506
258,506
259,506
260,506
261,506
262,506
263,506
264,506
265,506
266,506
267,506
268,506
269,506
270,506
271,506
272,506
273,506
274,506
275,506
276,506
277,506
278,506
279,506
280,506
281,506
282,506
283,506
284,506
285,506
286,506
287,506
288,506
289,506
290,506
291,506
292,506
293,506
294,506
295,506
296,506
297,506
298,506
299,506
300,506
301,506
302,506
303,506
304,506
305,506
306,506
307,506
308,506
309,506
310,506
311,506
312,506
313,506
314,506
315,506
316,506
317,506
318,506
319,506
320,506
321,506
322,506
323,506
324,506
325,506
326,506
327,506
328,506
329,506
330,506
331,506
332,506
333,506
334,506
335,506
336,506
337,506
338,506
339,506
340,506
341,506
342,506
343,506
344,506
345,506
346,506
347,506
348,506
349,506
350,506
351,506
352,506
353,506
354,506
355,506
356,506
357,506
358,506
359,506
360,506
361,506
362,506
363,506
364,506
365,506
366,506
367,506
368,506
369,506
370,506
371,506
372,506
373,506
374,506
375,506
376,506
377,506
378,506
379,506
380,506
381,506
382,506
383,506
384,506
385,506
386,506
387,506
388,506
389,506
390,506
391,506
392,506
393,506
394,506
395,506
396,506
397,506
398,506
399,506
400,506
401,506
402,506
403,506
404,506
405,506
406,506
407,506
408,506
409,506
410,506
411,506
412,506
413,506
414,506
415,506
416,506
417,506
418,506
419,506
420,506
421,506
422,506
423,506
424,506
425,506
426,506
427,506
428,506
429,506
430,506
431,506
432,506
433,506
434,506
435,506
436,506
437,506
438,506
439,506
440,506
441,506
442,506
443,506
444,506
445,506
446,506
447,506
448,506
449,506
450,506
451,506
452,506
453,506
454,506
455,506
456,506
457,506
458,506
459,506
460,506
461,506
462,506
463,506
464,506
465,506
