0	0	21	1	1
1	0	21	2	1
2	0	21	4	1
3	0	21	40	1
4	0	21	41	1
5	0	21	42	1
6	0	21	43	1
7	0	21	44	1
8	0	21	45	1
9	0	21	46	1
10	0	21	47	1
11	0	21	1	1
12	0	21	50	1
13	0	21	51	1
14	0	21	6	1
15	0	21	7	1
16	0	21	9	1
17	0	21	22	1
18	0	21	23	1
19	0	21	24	1
20	0	21	39	1
21	0	21	19	1
22	0	21	16	1
23	0	21	5	1
24	0	21	10	1
25	1	21	13	9
26	1	21	15	9
27	1	21	21	9
28	1	21	17	9
29	1	21	26	9
30	2	21	3	2
31	2	21	11	2
32	2	21	12	2
33	2	21	14	2
34	3	21	8	4
35	3	21	20	4
36	3	21	27	4
37	3	21	28	4
38	3	21	29	4
39	3	21	30	4
40	3	21	31	4
41	3	21	32	4
42	3	21	33	4
43	3	21	34	4
44	3	21	35	4
45	3	21	36	4
46	3	21	37	4
47	0	21	38	1
48	0	21	18	1
49	0	21	48	1
50	0	21	55	1
51	0	21	57	1
52	0	21	64	1
53	0	21	65	1
54	0	21	66	1
55	0	21	67	1
56	0	21	68	1
57	0	21	69	1
58	0	21	71	1
59	0	21	58	1
60	0	21	59	1
61	0	21	60	1
62	0	21	61	1
63	0	21	62	1
64	0	21	63	1
65	0	21	70	1
66	0	21	73	1
67	0	21	
