512
48,0
318,0
399,0
203,177
398,177
316,258
317,258
157,286
198,286
199,286
200,286
201,286
202,286
387,298
388,298
389,298
390,298
391,298
392,298
393,298
394,298
395,298
396,298
397,298
145,335
146,335
147,335
148,335
149,335
150,335
151,335
152,335
153,335
154,335
155,335
156,335
468,340
509,340
510,340
511,340
300,360
301,360
302,360
303,360
304,360
305,360
306,360
307,360
308,360
309,360
310,360
311,360
312,360
313,360
314,360
315,360
494,397
495,397
496,397
497,397
498,397
499,397
500,397
501,397
502,397
503,397
504,397
505,397
506,397
507,397
508,397
361,425
362,425
363,425
364,425
365,425
366,425
367,425
368,425
369,425
370,425
371,425
372,425
373,425
374,425
375,425
376,425
377,425
378,425
379,425
380,425
381,425
382,425
383,425
384,425
385,425
386,425
469,436
470,436
471,436
472,436
473,436
474,436
475,436
476,436
477,436
478,436
479,436
480,436
481,436
482,436
483,436
484,436
485,436
486,436
487,436
488,436
489,436
490,436
491,436
492,436
493,436
0,447
1,447
2,447
3,447
4,447
5,447
6,447
7,447
8,447
9,447
10,447
11,447
12,447
13,447
14,447
15,447
16,447
17,447
18,447
19,447
20,447
21,447
22,447
23,447
24,447
25,447
26,447
27,447
28,447
29,447
30,447
31,447
32,447
33,447
34,447
35,447
36,447
37,447
38,447
39,447
40,447
41,447
42,447
43,447
44,447
45,447
46,447
47,447
158,450
159,450
160,450
161,450
162,450
163,450
164,450
165,450
166,450
167,450
168,450
169,450
170,450
171,450
172,450
173,450
174,450
175,450
176,450
177,450
178,450
179,450
180,450
181,450
182,450
183,450
184,450
185,450
186,450
187,450
188,450
189,450
190,450
191,450
192,450
193,450
194,450
195,450
196,450
197,450
400,450
401,450
402,450
403,450
404,450
405,450
406,450
407,450
408,450
409,450
410,450
411,450
412,450
413,450
414,450
415,450
416,450
417,450
418,450
319,451
419,450
320,451
420,450
421,450
321,451
322,451
422,450
423,450
323,451
424,450
324,451
425,450
325,451
326,451
426,450
327,451
427,450
428,450
328,451
429,450
329,451
330,451
430,450
431,450
331,451
432,450
332,451
333,451
433,450
334,451
434,450
335,451
435,450
336,451
436,450
437,450
337,451
338,451
438,450
439,450
339,451
340,451
440,450
441,450
341,451
342,451
442,450
443,450
343,451
344,451
444,450
445,450
345,451
346,451
446,450
447,450
347,451
348,451
448,450
449,450
349,451
350,451
450,450
451,450
351,451
352,451
452,450
453,450
353,451
354,451
454,450
455,450
355,451
356,451
456,450
357,451
457,450
358,451
458,450
359,451
459,450
360,451
460,450
461,450
462,450
463,450
464,450
465,450
466,450
467,450
49,459
50,459
51,459
52,459
53,459
54,459
55,459
56,459
57,459
58,459
59,459
60,459
61,459
62,459
63,459
64,459
65,459
66,459
67,459
68,459
69,459
70,459
71,459
72,459
73,459
74,459
75,459
76,459
77,459
78,459
79,459
80,459
81,459
82,459
83,459
84,459
85,459
86,459
87,459
88,459
89,459
90,459
91,459
92,459
93,459
94,459
95,459
96,459
97,459
98,459
99,459
100,459
101,459
102,459
103,459
104,459
105,459
106,459
107,459
108,459
109,459
110,459
111,459
112,459
113,459
114,459
115,459
116,459
117,459
118,459
119,459
120,459
121,459
122,459
123,459
124,459
125,459
126,459
127,459
128,459
129,459
130,459
131,459
132,459
133,459
134,459
135,459
136,459
137,459
138,459
139,459
140,459
141,459
142,459
143,459
144,459
204,459
205,459
206,459
207,459
208,459
209,459
210,459
211,459
212,459
213,459
214,459
