0	素手	0	0	0	-1	0	25	-2	4	-1	-1	-1	100	-1	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	-1	0	2	1	0	-1	1	0	0	0	257
1	装備なし	1	11	0	-1	0	25	-2	4	-1	-1	-1	100	-1	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	-1	0	2	1	0	-1	1	0	0	0	289
2	装備なし	1	12	0	-1	0	25	-2	4	-1	-1	-1	100	-1	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	-1	0	2	1	0	-1	1	0	0	0	289
3	装備なし	1	13	0	-1	0	25	-2	4	-1	-1	-1	100	-1	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	-1	0	2	1	0	-1	1	0	0	0	289
4	装備なし	2	14	0	-1	0	25	-2	4	-1	-1	-1	100	-1	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	-1	0	2	1	0	-1	1	0	0	0	289
5	金づち	0	10	0	-1	2	25	0	4	5	15	-1	100	-1	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	-1	0	2	1	1	-1	1	0	0	0	2
6	つるはし	0	10	0	-1	4	25	1	4	6	15	-1	100	-1	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	-1	0	2	1	1	-1	1	0	0	0	0
7	草刈り鎌	0	10	0	-1	4	25	2	4	7	15	-1	100	-1	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	-1	0	2	1	1	-1	1	0	0	0	0
8	くわ	0	10	0	-1	0	25	3	4	8	15	-1	100	-1	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	-1	0	2	1	1	-1	1	0	0	0	4
9	松明	0	10	0	-1	0	25	4	12	9	15	-1	100	-1	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	-1	0	2	1	1	-1	1	0	0	0	8
10	スコップ	0	10	0	-1	0	25	5	16	0	16	-1	100	-1	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	-1	0	2	1	1	-1	1	0	0	0	0
11	網	0	10	0	-1	0	25	6	4	1	16	-1	100	-1	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	-1	0	2	1	1	-1	1	0	0	0	4096
12	魚の網	0	10	0	-1	0	25	8	4	2	16	-1	100	-1	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	-1	0	2	1	1	-1	1	0	0	0	128
13	釣り竿	0	10	0	-1	0	25	7	4	3	16	-1	100	-1	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	-1	0	2	1	1	-1	1	0	0	0	64
14	斧	0	10	0	-1	0	25	9	4	4	16	-1	100	-1	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	-1	0	2	1	1	-1	1	0	0	0	0
15	じょうろ	0	10	0	-1	0	25	10	12	5	16	-1	100	-1	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	-1	0	2	1	1	-1	1	0	0	0	0
16	地ならし	0	10	0	-1	0	25	11	37	6	16	-1	100	-1	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	-1	0	2	1	1	-1	1	0	0	0	2048
17	F/木の杖	0	2	0	1	0	25	200	4	0	0	176	151	2	13	2	0	0	2	3	1	2	0	0	2	3	1	2	0	0	2	0	0	2	0	0	2	0	0	2	4	1	2	3	1	2	0	0	2	0	0	2	0	0	1	15	0	2	1	3	20	1	1	2	4	16
18	E/鉱石の杖	0	2	0	1	1	25	201	4	1	0	176	141	2	13	2	0	0	2	7	2	2	1	2	2	3	2	2	0	0	2	0	0	2	0	0	2	0	0	2	9	2	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	1	20	18	2	5	23	12	16
19	D/固い杖	0	2	0	1	2	25	202	4	2	0	176	124	2	13	2	0	0	2	10	2	2	0	0	2	3	2	2	0	0	2	0	0	2	2	2	2	0	0	2	13	2	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	2	80	14	3	8	48	18	16
20	C/魔力の杖	0	2	0	1	3	25	203	4	3	0	176	155	2	13	2	3	2	2	14	2	2	0	0	2	3	2	2	0	0	2	0	0	2	0	0	2	0	0	2	18	2	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	2	190	8	4	12	92	26	16
21	B/金剛石の杖	0	2	0	1	4	25	204	4	4	0	176	155	2	13	2	0	0	2	21	3	2	0	0	2	3	3	2	0	0	2	0	0	2	0	0	2	0	0	2	27	3	2	21	3	2	0	0	2	0	0	2	0	0	1	15	0	2	3	370	2	5	19	266	40	16
22	F/鉄の杖	0	2	0	1	0	25	280	4	0	8	176	136	4	13	2	0	0	2	6	2	2	0	0	2	3	2	2	0	0	2	0	0	2	1	2	2	0	0	2	7	2	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	1	3	20	1	2	8	6	16
23	E/ｳｯﾄﾞﾜﾝﾄﾞ	0	2	0	1	1	25	281	4	1	8	176	110	4	13	2	0	0	2	12	2	2	0	0	2	3	2	2	0	0	2	0	0	2	0	0	2	0	0	2	15	2	2	12	2	2	0	0	2	0	0	2	0	0	1	15	0	2	1	20	18	2	6	50	14	16
24	C/とがった杖	0	2	0	1	3	25	282	4	2	8	176	159	4	13	2	0	0	2	18	3	2	4	3	2	3	3	2	0	0	2	0	0	2	0	0	2	0	0	2	22	3	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	2	190	8	4	11	108	24	16
25	B/輝きの杖	0	2	0	1	4	25	283	4	3	8	176	134	4	13	2	0	0	2	30	3	2	0	0	2	4	3	2	0	0	2	0	0	2	7	3	2	0	0	2	37	3	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	3	490	2	5	23	345	48	16
26	A/光の杖	0	2	0	1	5	25	284	4	4	8	176	117	4	13	2	10	4	2	42	4	2	0	0	2	5	4	2	0	0	2	0	0	2	0	0	2	0	0	2	52	4	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	4	640	-1	6	0	0	0	0
27	E/青い杖	0	2	0	1	1	25	325	4	5	12	176	104	6	13	2	0	0	2	6	2	2	0	0	2	3	2	2	0	0	2	0	0	2	0	0	2	0	0	2	7	2	2	6	2	2	0	0	2	0	0	2	0	0	1	15	0	2	1	20	18	2	3	15	8	16
28	D/なげきの杖	0	2	0	1	2	25	326	4	6	12	176	102	6	13	2	0	0	2	12	2	2	0	0	2	3	2	2	0	0	2	0	0	2	3	2	2	0	0	2	15	2	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	2	80	14	3	7	47	16	16
29	C/稲妻の杖	0	2	0	1	3	25	327	4	7	12	176	107	6	13	2	0	0	2	18	3	2	0	0	2	3	3	2	0	0	2	0	0	2	0	0	2	0	0	2	22	3	2	18	3	2	0	0	2	0	0	2	0	0	1	15	0	2	2	190	8	4	11	133	24	16
30	B/雷撃の杖	0	2	0	1	4	25	328	4	8	12	176	117	6	13	2	0	0	2	30	3	2	7	3	2	4	3	2	0	0	2	0	0	2	0	0	2	0	0	2	37	3	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	3	470	2	5	22	330	46	16
31	A/氷の杖	0	2	0	1	5	25	329	4	9	12	176	151	6	13	2	0	0	2	42	4	2	0	0	2	5	4	2	0	0	2	0	0	2	10	4	2	0	0	2	52	4	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	4	640	-1	6	0	0	0	0
32	E/赤い杖	0	2	0	1	1	25	340	4	0	14	176	96	5	13	2	1	2	2	6	2	2	0	0	2	3	2	2	0	0	2	0	0	2	0	0	2	0	0	2	7	2	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	1	20	18	2	3	12	8	16
33	D/王の杖	0	2	0	1	2	25	341	4	1	14	176	113	5	13	2	0	0	2	12	2	2	0	0	2	3	2	2	0	0	2	0	0	2	0	0	2	0	0	2	15	2	2	12	2	2	0	0	2	0	0	2	0	0	1	15	0	2	2	80	14	3	7	58	16	16
34	C/先王の杖	0	2	0	1	3	25	342	4	2	14	176	126	5	13	2	0	0	2	24	3	2	0	0	2	3	3	2	0	0	2	0	0	2	6	3	2	0	0	2	30	3	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	2	190	8	4	13	162	28	16
35	A/伝説の杖	0	2	0	1	5	25	343	4	3	14	176	108	5	13	2	10	4	2	42	4	2	0	0	2	5	4	2	0	0	2	0	0	2	0	0	2	0	0	2	52	4	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	4	640	-1	6	0	0	0	0
36	S/幻の杖	0	2	0	1	6	25	344	4	4	14	176	160	5	13	2	0	0	2	66	6	2	16	6	2	6	6	2	0	0	2	0	0	2	0	0	2	0	0	2	82	6	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	4	1020	-1	7	0	0	0	0
37	F/木の棒	0	6	0	2	0	25	205	4	5	0	176	138	2	13	2	2	1	2	0	0	2	0	0	2	4	1	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	1	3	20	1	1	1	4	304
38	E/固い棒	0	6	0	2	1	25	206	4	6	0	176	126	2	13	2	4	1	2	0	0	2	0	0	2	6	1	2	1	1	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	1	20	18	2	4	9	10	16
39	D/樫の棒	0	6	0	2	2	25	207	4	7	0	176	103	2	13	2	7	2	2	0	0	2	1	2	2	8	2	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	2	80	14	3	8	29	18	16
40	C/古木の棒	0	6	0	2	3	25	208	4	8	0	176	95	2	13	2	9	2	2	0	0	2	0	0	2	10	2	2	0	0	2	2	2	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	2	190	8	4	12	54	26	16
41	B/勇者の棒	0	6	0	2	4	25	209	4	9	0	176	116	2	13	2	14	3	2	0	0	2	0	0	2	13	3	2	0	0	2	0	0	2	3	3	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	3	570	2	5	28	182	58	16
42	E/曲り棒	0	6	0	2	1	25	225	4	5	2	176	149	7	13	2	3	1	2	0	0	2	0	0	2	5	1	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	15	5	2	1	20	18	2	2	3	6	16
43	D/しゃもじ	0	6	0	2	2	25	226	4	6	2	176	97	7	13	2	7	2	2	0	0	2	0	0	2	8	2	2	0	0	2	1	2	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	15	5	2	2	80	14	3	6	22	14	16
44	C/棒	0	6	0	2	3	25	227	4	7	2	176	132	7	13	2	10	2	2	2	2	2	0	0	2	11	2	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	15	5	2	2	190	8	4	9	43	20	16
45	B/鉄の棒	0	6	0	2	4	25	228	4	8	2	176	115	7	13	2	18	3	2	0	0	2	0	0	2	16	3	2	4	3	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	15	5	2	3	450	2	5	20	156	42	16
46	A/赤い棒	0	6	0	2	5	25	229	4	9	2	176	157	7	13	2	25	3	2	0	0	2	6	3	2	21	3	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	15	5	2	4	640	-1	6	0	0	0	0
47	D/メイス	0	6	0	2	2	25	240	4	0	4	176	101	4	13	2	7	2	2	0	0	2	0	0	2	8	2	2	0	0	2	1	2	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	2	80	14	3	6	22	14	16
48	C/クラブ	0	6	0	2	3	25	241	4	1	4	176	129	4	13	2	10	2	2	0	0	2	0	0	2	11	2	2	0	0	2	0	0	2	2	2	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	2	190	8	4	9	43	20	16
49	B/ﾓｰﾆﾝｸﾞｽﾀｰ	0	6	0	2	4	25	242	4	2	4	176	120	4	13	2	18	3	2	0	0	2	0	0	2	16	3	2	4	3	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	3	370	2	5	16	125	34	16
50	A/鋼鉄棒	0	6	0	2	5	25	243	4	3	4	176	159	4	13	2	25	3	2	0	0	2	0	0	2	21	3	2	0	0	2	6	3	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	4	640	-1	6	0	0	0	0
51	S/黄金棒	0	6	0	2	6	25	244	4	4	4	176	120	4	13	2	43	5	2	10	5	2	0	0	2	35	5	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	4	1020	-1	7	0	0	0	0
52	F/祈りの棒	0	6	0	2	0	25	255	4	5	5	176	117	3	13	2	3	1	2	0	0	2	0	0	2	5	1	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	1	3	20	1	1	1	4	16
53	D/神聖な棒	0	6	0	2	2	25	256	4	6	5	176	136	3	13	2	7	2	2	0	0	2	1	2	2	8	2	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	1	15	0	2	2	80	14	3	6	22	14	16
