0	未使用	0	0	0	1	1	0	1	0	0	4	-1	28	-1	0	-1	0	4	0	15	2	1	4995	-1	999	24975	204	未使用	通常攻撃	未使用	通常攻撃	未使用	24
1	未使用	0	0	0	1	1	0	1	0	0	11	8	28	27	27	47	0	4	0	15	2	1	4995	-1	999	24975	204	未使用	弓攻撃	未使用	弓攻撃	未使用	16408
2	未使用	0	0	0	1	1	0	1	0	0	10	7	28	34	27	0	0	4	0	15	2	1	4995	-1	999	24975	204	未使用	銃攻撃	未使用	銃攻撃	未使用	32792
3	未使用	0	0	0	1	1	0	1	0	0	4	-1	28	-1	0	-1	0	5	0	15	2	1	4995	-1	999	24975	204	未使用	クリティカル	未使用	クリティカル	未使用	24
4	未使用	0	11	90	1	2	0	1	4	48	11	8	28	27	27	47	0	4	0	15	2	1	75	15	3	75	4	未使用	弓乱れ打ち	未使用	弓を装備中に乱れ打てます	未使用	794
5	未使用	0	1	150	1	2	0	1	6	72	31	-1	28	28	27	20	0	2	0	15	2	1	25	15	1	0	4	未使用	炎魔法<0>	Ⅰ	魔法攻撃します	未使用	70938
6	未使用	0	1	165	1	3	0	2	10	120	31	-1	28	28	27	20	0	2	0	15	2	1	125	15	5	125	6	未使用	炎魔法<0>	Ⅱ	魔法攻撃します	未使用	70938
7	未使用	0	1	180	1	4	0	2	18	216	31	-1	28	28	27	20	0	2	0	15	2	3	250	15	10	250	6	未使用	炎魔法<0>	Ⅲ	魔法攻撃します	未使用	70938
8	未使用	0	1	200	1	5	0	3	24	288	31	-1	28	28	27	20	0	2	0	15	2	6	500	15	20	500	8	未使用	炎魔法<0>	Ⅳ	魔法攻撃します	未使用	70938
9	未使用	0	1	240	1	6	0	3	30	360	31	-1	28	28	27	20	0	2	0	15	2	1	1250	5	50	1250	14	未使用	炎魔法<0>	Ⅴ	魔法攻撃します	未使用	70936
10	未使用	0	1	150	1	2	0	1	6	72	31	-1	28	29	27	21	0	0	0	15	2	1	50	15	2	50	4	未使用	氷魔法<0>	Ⅰ	魔法攻撃します	未使用	70938
11	未使用	0	1	165	1	3	0	2	10	120	31	-1	28	29	27	21	0	0	0	15	2	1	150	15	6	150	6	未使用	氷魔法<0>	Ⅱ	魔法攻撃します	未使用	70938
12	未使用	0	1	180	1	4	0	2	18	216	31	-1	28	29	27	21	0	0	0	15	2	3	300	15	12	300	6	未使用	氷魔法<0>	Ⅲ	魔法攻撃します	未使用	70938
13	未使用	0	1	200	1	5	0	3	24	288	31	-1	28	29	27	21	0	0	0	15	2	7	600	10	24	600	8	未使用	氷魔法<0>	Ⅳ	魔法攻撃します	未使用	70938
14	未使用	0	1	240	1	6	0	3	30	360	31	-1	28	29	27	21	0	0	0	15	2	1	1375	5	55	1375	16	未使用	氷魔法<0>	Ⅴ	魔法攻撃します	未使用	70936
15	未使用	0	1	150	1	2	0	1	6	72	31	-1	28	30	27	22	0	1	0	15	2	1	75	15	3	75	4	未使用	雷魔法<0>	Ⅰ	魔法攻撃します	未使用	70938
16	未使用	0	1	165	1	3	0	2	10	120	31	-1	28	30	27	22	0	1	0	15	2	4	375	15	15	375	8	未使用	雷魔法<0>	Ⅱ	魔法攻撃します	未使用	70938
17	未使用	0	1	180	1	4	0	2	18	216	31	-1	28	30	27	22	0	1	0	15	2	7	625	10	25	625	10	未使用	雷魔法<0>	Ⅲ	魔法攻撃します	未使用	70938
18	未使用	0	1	200	1	5	0	3	24	288	31	-1	28	30	27	22	0	1	0	15	2	12	1000	10	40	1000	12	未使用	雷魔法<0>	Ⅳ	魔法攻撃します	未使用	70938
19	未使用	0	1	240	1	6	0	3	30	360	31	-1	28	30	27	22	0	1	0	15	2	1	1500	5	60	1500	16	未使用	雷魔法<0>	Ⅴ	魔法攻撃します	未使用	70936
20	未使用	0	18	50	1	1	0	1	7	84	4	-1	28	-1	0	-1	0	4	0	15	2	3	250	15	10	250	6	未使用	半ﾘﾌﾚｸﾄ	未使用	相手の攻撃を半分お返しします	未使用	70458
21	未使用	0	18	100	1	1	0	1	12	144	4	-1	28	-1	0	-1	0	4	0	15	2	1	625	10	25	625	10	未使用	完全ﾘﾌﾚｸﾄ	未使用	相手の攻撃をそのままお返しします	未使用	70456
22	未使用	0	19	0	2	1	0	1	6	72	4	-1	28	-1	0	-1	0	4	0	15	2	2	200	15	8	200	6	未使用	<0>連攻撃	2	一度の攻撃で<0>回攻撃します	2	70426
23	未使用	0	19	0	3	1	0	1	10	120	4	-1	28	-1	0	-1	0	4	0	15	2	5	450	15	18	450	8	未使用	<0>連攻撃	3	一度の攻撃で<0>回攻撃します	3	70426
