0	0	モンシロチョウ	4	295	0	0	10	0	0	7	2	40	15	25	0
1	0	アゲハチョウ	4	295	1	0	20	0	0	9	2	80	15	25	0
2	0	ミツバチ	4	295	2	0	20	0	0	8	4	15	15	25	0
3	0	トンボ	4	295	3	0	30	0	0	10	4	25	15	25	0
4	0	カマキリ	4	295	4	0	30	0	0	10	5	100	15	25	0
5	0	セミ	4	295	5	0	20	0	0	9	7	80	15	25	0
6	0	アリ	4	295	6	0	10	0	0	6	1	1	15	25	2
7	0	テントウムシ	4	295	7	0	20	0	0	8	5	60	15	25	0
8	0	ホタル	4	295	8	0	70	0	0	15	7	200	15	25	0
9	0	タマムシ	4	295	9	0	30	0	0	11	3	120	15	25	0
10	0	カブトムシ	4	295	0	1	50	0	0	13	2	160	15	25	0
11	0	クワガワムシ	4	295	1	1	40	0	0	12	6	140	15	25	0
12	0	クモ	4	295	2	1	20	0	0	8	6	60	15	25	0
13	0	カタツムリ	4	295	3	1	20	0	0	9	7	80	15	25	0
14	0	ナナフシ	4	295	4	1	30	0	0	10	3	100	15	25	0
15	0	サソリ	4	295	5	1	50	0	0	13	3	160	15	25	0
16	0	モルフォ蝶	4	295	6	1	80	0	0	17	4	60	15	25	0
17	0	ヘラクレス	4	295	7	1	120	0	0	20	5	300	15	25	0
18	0	スズムシ	4	295	8	1	30	0	0	11	1	1	15	25	0
19	0	アカエリアゲハ	4	295	9	1	60	0	0	14	6	180	15	25	0
20	1	めだか	4	294	0	0	10	0	0	6	1	1	15	25	2
21	1	金魚	4	294	1	0	20	0	0	8	2	60	15	25	0
22	1	鯛	4	294	2	0	40	0	0	12	4	35	15	25	0
23	1	チョウチンアンコウ	4	294	3	0	30	0	0	11	3	120	15	25	0
24	1	イシダイ	4	294	4	0	30	0	0	10	4	25	15	25	0
25	1	クマノミ	4	294	5	0	30	0	0	11	1	1	15	25	0
26	1	ミノカサゴ	4	294	6	0	30	0	0	10	5	100	15	25	0
27	1	サンマ	4	294	7	0	20	0	0	9	7	80	15	25	0
28	1	フグ	4	294	8	0	50	0	0	13	6	160	15	25	0
29	1	ヒラメ	4	294	9	0	20	0	0	9	3	80	15	25	0
30	1	鯉	4	294	0	1	20	0	0	8	1	1	15	25	0
31	1	うなぎ	4	294	1	1	40	0	0	12	2	140	15	25	0
32	1	クリオネ	4	294	2	1	70	0	0	15	6	200	15	25	0
33	1	ニジマス	4	294	3	1	20	0	0	9	5	80	15	25	0
34	1	鮭	4	294	4	1	30	0	0	11	6	120	15	25	0
35	1	タコ	4	294	5	1	40	0	0	12	2	140	15	25	0
36	1	グッピー	4	294	6	1	30	0	0	10	3	100	15	25	0
37	1	エンゼルフィッシュ	4	294	7	1	50	0	0	13	7	160	15	25	0
38	1	イカ	4	294	8	1	70	0	0	15	5	200	15	25	0
39	1	シーラカンス	4	294	9	1	80	0	0	17	4	60	15	25	0
40	2	リンゴの絵	4	296	0	0	20	1	45	50	-1	1	-1	25	1
41	2	花瓶の絵	4	296	1	0	10	1	15	50	-1	1	-1	25	1
42	2	並木の絵	4	296	2	0	40	10	105	50	-1	1	-1	25	1
43	2	とある四角の肖像	4	296	3	0	130	31	240	50	-1	1	-1	25	1
44	2	渡り鳥の絵	4	296	4	0	70	19	150	50	-1	1	-1	25	1
45	2	少女の絵	4	296	5	0	60	17	135	50	-1	1	-1	25	1
46	2	大岩の絵	4	296	6	0	30	11	90	50	-1	1	-1	25	1
47	2	東洋の風景画	4	296	7	0	90	25	195	50	-1	1	-1	25	1
48	2	夕焼けの絵	4	296	8	0	120	29	225	50	-1	1	-1	25	1
49	2	新緑の絵	4	296	9	0	30	9	75	50	-1	1	-1	25	1
50	2	天使の像	4	296	0	1	190	39	300	50	-1	1	-1	25	1
51	2	異国の磁器	4	296	1	1	170	37	285	50	-1	1	-1	25	1
52	2	輝く香油入れ	4	296	2	1	50	15	120	50	-1	1	-1	25	1
53	2	古代の壺	4	296	3	1	70	21	165	50	-1	1	-1	25	1
54	2	白い胸像	4	296	4	1	110	27	210	50	-1	1	-1	25	1
55	2	お人形	4	296	5	1	10	1	30	50	-1	1	-1	25	1
56	2	真実の鏡	4	296	6	1	80	23	180	50	-1	1	-1	25	1
57	2	ありがたい像	4	296	7	1	140	33	255	50	-1	1	-1	25	1
58	2	偉大なマスク	4	296	8	1	160	35	270	50	-1	1	-1	25	1
59	2	東洋のツボ	4	296	9	1	20	5	60	50	-1	1	-1	
