0	ダイヤ	2	8	0	-1	-1	0	-1	0	10	-1	2	0	0	-1	未使用	未使用	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	96
1	草	3	9	0	-1	-1	0	-1	1	10	-1	2	0	0	-1	未使用	未使用	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	96
2	木	3	10	0	-1	-1	0	-1	2	10	-1	2	0	0	-1	未使用	未使用	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	96
3	食糧	3	11	0	-1	-1	0	-1	3	10	-1	2	0	0	-1	未使用	未使用	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	96
4	鉄	3	12	0	-1	-1	0	-1	4	10	-1	2	0	0	-1	未使用	未使用	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	96
5	魔石	3	13	0	-1	-1	0	-1	5	10	-1	2	0	0	-1	未使用	未使用	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	96
6	ｴﾅｼﾞｰ	3	14	0	-1	-1	0	-1	6	10	-1	2	0	0	-1	未使用	未使用	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	96
7	職業貿易券	6	19	0	-1	-1	0	-1	7	0	-1	2	0	0	-1	未使用	未使用	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	96
8	装備貿易券	6	20	0	-1	-1	0	-1	8	0	-1	2	0	0	-1	未使用	未使用	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	96
9	施設貿易券	6	21	0	-1	-1	0	-1	9	0	-1	2	0	0	-1	未使用	未使用	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	96
10	ｱｲﾃﾑ貿易券	6	22	0	-1	-1	0	-1	10	0	-1	2	0	0	-1	未使用	未使用	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	96
11	ﾌﾚﾝﾄﾞ貿易券	6	18	0	-1	-1	0	-1	11	0	-1	2	0	0	-1	未使用	未使用	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	96
12	銅貨	5	15	0	-1	-1	4	-1	0	0	-1	2	2	0	-1	未使用	未使用	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	96
13	銀貨	5	16	0	-1	-1	5	-1	1	0	-1	2	2	0	-1	未使用	未使用	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	96
14	金貨	5	17	0	-1	-1	6	-1	2	0	-1	2	3	0	-1	未使用	未使用	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	96
15	ダイヤ 200個	2	8	0	-1	-1	0	-1	0	0	-1	2	0	0	-1	ダイヤがたくさん入手できます。	未使用	1	0	0	200	-1	0	0	0	-1	dia_200_case0	0	0	0	0	353
16	ダイヤ 1000個	2	8	0	-1	-1	0	-1	0	0	-1	2	0	0	-1	ダイヤがたくさん入手できます。	未使用	1	0	0	1000	-1	0	0	0	-1	dia_1000_case0	0	0	0	0	353
17	ダイヤ 3600個	2	8	0	-1	-1	0	-1	0	0	-1	2	0	0	-1	ダイヤがたくさん入手できます。	未使用	1	0	0	3600	-1	0	0	0	-1	dia_3600_case0	0	0	0	0	353
18	ダイヤ 8000個	2	8	0	-1	-1	0	-1	0	0	-1	2	0	0	-1	ダイヤがたくさん入手できます。	未使用	1	0	0	8000	-1	0	0	0	-1	dia_8000_case0	0	0	0	0	353
19	カイロランド	0	2	0	-1	-1	0	-1	1	1	-1	2	0	0	-1	ダイヤをもらおう!	未使用	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	257
20	タップジョイ	0	3	0	-1	-1	0	-1	1	1	-1	2	0	0	-1	ダイヤをもらおう!	未使用	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	353
21	画面シェア<br>ボーナスつき	0	4	0	-1	-1	0	-1	1	1	-1	2	0	0	-1	画面のシェアでダイヤをもらおう!	未使用	1	1	0	200	-1	0	0	0	77	0	0	0	0	0	341
22	画面シェア<br>ボーナスつき	0	4	0	-1	-1	0	-1	1	1	-1	2	0	0	-1	画面のシェアでダイヤをもらおう!	未使用	1	1	0	100	-1	0	0	0	78	0	0	0	0	0	324
23	画面シェア<br>ボーナスなし	0	4	0	-1	-1	0	-1	1	1	-1	2	0	0	-1	画面をシェアしよう！	未使用	1	1	0	0	-1	0	0	0	79	0	0	0	0	0	320
24	レビュー<br>してね	0	5	0	-1	-1	0	-1	1	1	-1	2	0	0	-1	ゲームのレビューをしてね！	未使用	1	1	0	400	-1	0	0	0	80	0	0	0	0	0	293
25	レビュー<br>してね	0	5	0	-1	-1	0	-1	1	1	-1	2	0	0	-1	ゲームのレビューをしてね！	未使用	1	1	0	400	-1	0	0	0	80	0	0	0	0	0	325
26	エナジー回復	4	0	0	1	-1	5	-1	3	0	2	2	2	70	5	街のエナジーが満タンになります	エナジーが満タンになった	5	4	100	100	-1	0	0	0	-1	0	0	0	0	0	96
27	拡散回復薬	4	0	0	1	-1	4	-1	0	1	2	2	2	40	15	全ての住民のHPを<br>50%回復します	全員のHPが50％回復した	3	0	50	50	-1	0	0	0	-1	0	0	0	0	0	4448
28	回復薬	4	0	0	1	-1	3	-1	1	1	-1	2	1	20	20	1人の住民のHPを<br>50%回復します	HPが50％回復した	3	1	50	50	-1	0	0	0	-1	0	0	0	0	0	96
29	魔法の笛	4	0	0	1	-1	3	-1	2	1	2	2	1	20	20	全ての住民をﾀｳﾝﾎｰﾙにすぐ移動<br>※討伐中は移動しません	ﾀｳﾝﾎｰﾙに全員呼び出された!<br>※しばらくすると戻ります	5	0	0	0	-1	0	0	0	-1	0	0	0	0	0	352
30	小型の笛	4	0	0	1	-1	2	-1	3	1	-1	2	1	10	20	1人の住民をﾀｳﾝﾎｰﾙにすぐ移動<br>※討伐中は移動しません	ﾀｳﾝﾎｰﾙに呼び出された!<br>※しばらくすると戻ります	5	1	0	0	-1	0	0	0	-1	0	0	0	0	0	96
31	聖なる薬草	4	0	0	1	-1	4	-1	4	1	2	2	2	40	15	全ての住民のMPを<br>100%回復します	MPが回復した	3	2	100	100	-1	0	0	0	-1	0	0	0	0	0	4448
32	聖なる葉	4	0	0	1	-1	3	-1	5	1	-1	2	1	20	20	1人の住民のMPを<br>100%回復します	MPが回復した	3	3	100	100	-1	0	0	0	-1	0	0	0	0	0	96
33	元気シチュー	4	0	0	1	-1	4	-1	7	1	2	2	2	40	15	全ての住民の元気を<br>100%回復します	元気が回復した	3	4	100	100	-1	0	0	0	-1	0	0	0	0	0	352
34	元気おにぎり	4	0	0	1	-1	2	-1	6	1	-1	2	1	10	20	1人の住民の元気を<br>100%回復します	元気が回復した	3	5	100	100	-1	0	0	0	-1	0	0	0	0	0	96
35	魔法の秘薬	4	0	0	1	-1	5	-1	8	1	2	2	2	70	5	全ての住民の寿命が<br>1増えます	全員の寿命が1延びた	4	0	1	1	-1	0	0	0	-1	0	0	0	0	0	96
36	微量の秘薬	4	0	0	1	-1	3	-1	9	1	2	2	1	20	20	1人の住民の寿命が<br>1増えます	寿命が1延びた	4	1	1	1	-1	0	0	0	-1	0	0	0	0	0	352
37	命のろうそく	4	0	0	1	-1	5	-1	0	2	2	2	2	70	5	1人の住民の寿命を無限にする	寿命が無限になった!	4	2	0	0	-1	0	0	0	-1	0	0	0	0	0	96
38	目覚めの器	4	0	0	1	-1	2	-1	1	2	2	2	1	10	20	全ての住民を起こします。<br>※夜にご利用ください。	住民が目を覚ました！<br>今日はこのまま寝ないようです	5	2	12	12	-1	0	0	0	-1	0	0	0	0	0	352
39	王国の源	4	0	0	1	-1	4	-1	2	2	-1	2	2	40	15	全員に全経験値をﾌﾟﾚｾﾞﾝﾄ	全員の全種類のEXPが<br><0> 増えた	8	34	25	25	-1	0	0	0	-1	0	0	0	0	0	32864
40	ｶｲﾛﾌﾟﾘﾝ	4	0	0	-1	-1	4	-1	0	4	-1	2	2	40	15	全員に全経験値をﾌﾟﾚｾﾞﾝﾄ	全員の全種類のEXPが<br><0> 増えた	8	34	200	200	-1	0	0	0	-1	0	0	0	0	0	32864
