0	建具材の袋	27	47	100	1	100	18	-1	-1	-1	0	0	-1	0	0	-1	0	0	75	100	1	3	76	70	1	3	2	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
1	建具材の袋	27	47	100	10	500	45	-1	-1	-1	0	0	-1	0	0	-1	0	0	75	100	1	3	76	70	1	3	2	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
2	建具材の袋	27	47	100	50	999	165	-1	-1	-1	0	0	-1	0	0	-1	0	0	75	100	1	3	76	70	1	3	2	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
3	建具材の袋	27	47	100	100	999	315	-1	-1	-1	0	0	-1	0	0	-1	0	0	75	100	1	3	76	70	1	3	2	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
4	建具材の袋	27	47	100	200	999	615	-1	-1	-1	0	0	-1	0	0	-1	0	0	75	100	1	3	76	70	1	3	2	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
5	野草の袋	27	50	100	1	999	18	-1	-1	-1	0	0	-1	0	0	-1	0	0	85	100	1	3	77	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
6	野草の袋	27	50	100	50	999	165	-1	-1	-1	0	0	-1	0	0	-1	0	0	86	100	1	3	77	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
7	野草の袋	27	50	100	150	999	465	-1	-1	-1	0	0	-1	0	0	-1	0	0	87	100	1	3	77	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
8	お野菜の袋	27	53	100	1	999	18	-1	-1	-1	0	0	-1	0	0	-1	0	0	96	100	1	3	97	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
9	お野菜の袋	27	53	100	50	999	165	-1	-1	-1	0	0	-1	0	0	-1	0	0	99	100	1	3	100	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
10	お野菜の袋	27	53	100	150	999	465	-1	-1	-1	0	0	-1	0	0	-1	0	0	101	100	1	3	102	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
11	種の袋	27	52	100	1	999	18	-1	-1	-1	0	0	-1	0	0	-1	0	0	71	100	1	3	72	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
12	種の袋	27	52	100	50	999	165	-1	-1	-1	0	0	-1	0	0	-1	0	0	71	100	1	3	72	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
13	種の袋	27	52	100	150	999	465	-1	-1	-1	0	0	-1	0	0	-1	0	0	71	100	1	3	72	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
14	種の袋	27	52	100	200	999	615	-1	-1	-1	0	0	-1	0	0	-1	0	0	71	100	1	3	72	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
15	木箱	27	66	100	1	100	18	-1	-1	-1	0	0	-1	0	0	-1	0	0	75	100	1	3	76	70	1	3	12	15	1	3	99	5	3	-1	0	0	-1	0	0	-1	0	0	0
16	木箱	27	66	100	10	500	45	-1	-1	-1	0	0	-1	0	0	-1	0	0	75	100	1	3	76	70	1	3	12	15	1	3	99	5	3	-1	0	0	-1	0	0	-1	0	0	0
17	木箱	27	66	100	50	999	165	-1	-1	-1	0	0	-1	0	0	-1	0	0	75	100	1	3	76	70	1	3	12	15	1	3	99	5	3	-1	0	0	-1	0	0	-1	0	0	0
18	木箱	27	66	100	100	999	315	-1	-1	-1	0	0	-1	0	0	-1	0	0	4	100	1	3	75	70	1	3	12	15	1	3	99	5	3	-1	0	0	-1	0	0	-1	0	0	0
19	金の樽	27	65	100	200	999	615	-1	-1	-1	0	0	-1	0	0	-1	0	0	5	100	1	3	133	70	1	3	13	15	1	3	99	5	3	-1	0	0	-1	0	0	-1	0	0	0
20	果物の袋	27	48	101	1	999	18	-1	-1	-1	0	0	-1	0	0	-1	0	0	108	100	1	3	109	70	1	3	3	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
21	果物の袋	27	48	101	25	999	90	-1	-1	-1	0	0	-1	0	0	-1	0	0	110	100	1	3	111	70	1	3	3	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
22	果物の袋	27	48	101	50	999	165	-1	-1	-1	0	0	-1	0	0	-1	0	0	112	100	1	3	113	70	1	3	3	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
23	果物の袋	27	48	101	75	999	240	-1	-1	-1	0	0	-1	0	0	-1	0	0	114	100	1	3	115	70	1	3	3	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
24	建具材の袋	27	47	100	1	100	18	-1	-1	-1	0	0	-1	0	0	-1	0	0	75	100	1	3	76	70	1	3	2	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
25	建具材の袋	27	47	100	10	500	45	-1	-1	-1	0	0	-1	0	0	-1	0	0	75	100	1	3	76	70	1	3	2	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
26	お野菜の袋	27	53	101	1	999	18	-1	-1	-1	0	0	-1	0	0	-1	0	0	103	100	1	3	104	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
27	お野菜の袋	27	53	101	40	999	135	-1	-1	-1	0	0	-1	0	0	-1	0	0	105	100	1	3	106	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
28	種の袋	27	52	101	1	999	18	-1	-1	-1	0	0	-1	0	0	-1	0	0	71	100	1	3	72	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
29	種の袋	27	52	101	25	999	90	-1	-1	-1	0	0	-1	0	0	-1	0	0	71	100	1	3	72	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
30	種の袋	27	52	101	50	999	165	-1	-1	-1	0	0	-1	0	0	-1	0	0	71	100	1	3	72	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
31	種の袋	27	52	101	80	999	255	-1	-1	-1	0	0	-1	0	0	-1	0	0	71	100	1	3	72	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
32	野草の袋	27	50	101	1	999	18	-1	-1	-1	0	0	-1	0	0	-1	0	0	85	100	1	3	77	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
33	野草の袋	27	50	101	25	999	90	-1	-1	-1	0	0	-1	0	0	-1	0	0	88	100	1	3	77	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
34	野草の袋	27	50	101	50	999	165	-1	-1	-1	0	0	-1	0	0	-1	0	0	85	100	1	3	77	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
35	野草の袋	27	50	101	75	999	240	-1	-1	-1	0	0	-1	0	0	-1	0	0	88	100	1	3	77	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
36	木箱	27	67	101	1	999	18	-1	-1	-1	0	0	-1	0	0	-1	0	0	75	100	1	3	76	70	1	3	12	15	1	3	99	5	3	-1	0	0	-1	0	0	-1	0	0	0
37	木箱	27	67	101	25	999	90	-1	-1	-1	0	0	-1	0	0	-1	0	0	75	100	1	3	76	70	1	3	12	15	1	3	99	5	3	-1	0	0	-1	0	0	-1	0	0	0
38	木箱	27	67	101	50	999	165	-1	-1	-1	0	0	-1	0	0	-1	0	0	4	100	1	3	75	70	1	3	12	15	1	3	99	5	3	-1	0	0	-1	0	0	-1	0	0	0
39	金の樽	27	65	101	120	999	375	-1	-1	-1	0	0	-1	0	0	-1	0	0	5	100	1	3	133	70	1	3	13	15	1	3	99	5	3	-1	0	0	-1	0	0	-1	0	0	0
40	野草の袋	27	50	102	1	100	18	-1	-1	-1	0	0	-1	0	0	-1	0	0	85	100	1	3	77	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
41	野草の袋	27	50	102	40	999	135	-1	-1	-1	0	0	-1	0	0	-1	0	0	89	100	1	3	77	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
42	野草の袋	27	50	102	120	999	375	-1	-1	-1	0	0	-1	0	0	-1	0	0	85	100	1	3	77	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
43	野草の袋	27	50	102	200	999	615	-1	-1	-1	0	0	-1	0	0	-1	0	0	90	100	1	3	77	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
44	種の袋	27	52	102	1	100	18	-1	-1	-1	0	0	-1	0	0	-1	0	0	71	100	1	3	72	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
45	種の袋	27	52	102	20	999	75	-1	-1	-1	0	0	-1	0	0	-1	0	0	71	100	1	3	72	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
46	種の袋	27	52	102	50	999	165	-1	-1	-1	0	0	-1	0	0	-1	0	0	71	100	1	3	72	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
47	種の袋	27	52	102	80	999	255	-1	-1	-1	0	0	-1	0	0	-1	0	0	71	100	1	3	72	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
48	種の袋	27	52	102	150	999	465	-1	-1	-1	0	0	-1	0	0	-1	0	0	71	100	1	3	72	70	1	3	1	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
49	建具材の袋	27	47	102	1	100	18	-1	-1	-1	0	0	-1	0	0	-1	0	0	76	100	1	3	78	70	1	3	2	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
50	建具材の袋	27	47	102	20	999	75	-1	-1	-1	0	0	-1	0	0	-1	0	0	76	100	1	3	79	70	1	3	2	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
51	建具材の袋	27	47	102	50	999	165	-1	-1	-1	0	0	-1	0	0	-1	0	0	78	100	1	3	79	70	1	3	2	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
52	建具材の袋	27	47	102	80	999	255	-1	-1	-1	0	0	-1	0	0	-1	0	0	76	100	1	3	79	70	1	3	2	15	1	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
