0	4	1	0	100	-1	0	1	土地	9	36	0	0	0	0	0	-1	2	30	30	0	0	1	1	1	1	100	33555584
1	10	7	0	100	-1	0	1	水	9	31	1	0	0	0	2	0	0	500	500	0	0	1	1	1	1	30	33555712
2	10	7	0	100	-1	0	1	水1	9	32	1	0	0	0	2	1	0	500	500	0	0	1	1	1	1	30	33555712
3	10	7	0	100	-1	0	1	水2	9	33	1	0	0	0	2	2	0	500	500	0	0	1	1	1	1	30	33555712
4	10	7	0	100	-1	0	1	水3	9	34	1	0	0	0	2	3	0	500	500	0	0	1	1	1	1	30	33555712
5	10	0	0	100	-1	0	1	地面	9	28	0	0	0	0	2	4	3	5	5	0	0	1	1	1	1	100	34079744
6	10	0	0	100	-1	0	1	地面1	9	29	0	0	0	0	2	5	3	5	5	0	0	1	1	1	1	100	34079744
7	10	0	0	100	-1	0	1	地面2	9	30	0	0	0	0	2	6	3	5	5	0	0	1	1	1	1	100	34079744
8	10	8	0	100	-1	0	1	草	9	14	0	0	0	0	2	9	5	5	5	0	0	1	1	1	1	80	36176896
9	10	9	0	100	-1	0	1	砂	9	41	0	0	0	0	2	14	2	5	5	0	0	1	1	1	1	50	36176896
10	10	10	0	100	-1	0	1	岩場	9	39	0	0	0	0	2	19	4	5	5	0	0	1	1	1	1	70	36176896
11	10	11	0	100	-1	0	1	雪	9	46	0	0	0	0	2	29	4	5	5	0	0	1	1	1	1	60	36176896
12	10	12	0	100	-1	0	1	沼地	9	63	0	0	0	0	2	34	3	5	5	0	0	1	1	1	1	40	36176896
13	10	13	0	100	-1	0	1	火山	9	42	0	0	0	0	2	24	4	5	5	0	0	1	1	1	1	30	36176896
14	12	11	0	100	-1	0	1	雪原の土	9	70	0	0	0	0	2	39	3	5	5	0	0	1	1	1	1	100	36176896
15	12	9	0	100	-1	0	1	砂漠の土	9	69	0	0	0	0	2	40	2	5	5	0	0	1	1	1	1	100	36176896
16	12	13	0	100	-1	0	1	火山の土	9	71	0	0	0	0	2	41	2	5	5	0	0	1	1	1	1	100	36176896
17	12	10	0	100	-1	0	1	岩場の土	9	72	0	0	0	0	2	42	2	5	5	0	0	1	1	1	1	100	36176896
18	12	12	0	100	-1	0	1	沼地の土	9	73	0	0	0	0	2	43	2	5	5	0	0	1	1	1	1	100	36176896
19	12	8	0	100	-1	0	1	草原の土	9	74	0	0	0	0	2	44	2	5	5	0	0	1	1	1	1	100	36176896
20	16	15	0	100	-1	0	1	土地の境界	9	75	0	0	0	0	1	2	3	999	999	0	0	1	1	1	1	100	33554432
21	30	23	0	100	-1	0	1	工事現場	9	86	7	0	0	0	0	-1	3	25	25	0	0	1	1	1	1	50	33555456
22	17	64	0	100	-1	0	1	工事予定地	23	51	1	0	0	0	1	1	0	25	25	2	0	1	1	1	1	50	34604032
23	31	24	0	100	-1	0	1	未開放のけむり	9	89	5	0	0	0	1	0	0	999	999	2	0	1	1	1	1	10	33564160
24	10	49	0	100	-1	0	1	荒地	9	93	0	0	0	0	2	45	3	5	5	0	0	1	1	1	1	80	36176912
25	1	50	0	100	-1	0	1	側面	9	37	3	0	0	0	0	-1	0	999	999	0	0	1	1	1	1	100	33554432
26	32	44	0	100	-1	0	1	焼け跡	9	92	6	0	0	0	0	-1	3	200	52	0	0	1	1	1	1	50	39846912
27	11	27	0	0	-1	0	1	撤去	4	167	169	0	0	0	0	-1	0	999	999	0	0	1	1	1	1	100	41944065
28	11	28	0	1	-1	0	1	入れ替え	4	168	169	1	0	0	0	-1	0	999	999	0	0	1	1	1	1	100	33555457
29	11	1	0	2	-1	3	1	土地(小)	4	163	165	0	0	0	1	11	0	999	999	0	0	6	6	1	1	100	34603137
30	11	1	0	3	-1	4	1	土地(中)	4	163	165	1	0	0	1	12	0	999	999	0	0	6	8	1	1	100	34603137
31	11	1	0	4	-1	5	1	土地(大)	4	163	165	2	0	0	1	13	0	999	999	0	0	8	8	1	1	100	34603137
32	11	1	0	5	-1	6	1	土地(特大)	4	163	165	3	0	0	1	14	0	999	999	0	0	8	10	1	1	100	34603137
33	20	19	0	100	1	4	7	あぜ道	9	0	0	0	1	0	1	3	2	0	0	0	0	1	1	1	1	150	3735729
34	20	19	0	100	1	5	7	道路	9	81	0	0	2	0	1	4	1	0	0	0	0	1	1	1	1	200	3735729
35	9	6	0	100	-1	0	1	橋	9	44	0	0	3	0	1	5	8	0	0	1	0	1	1	1	1	100	33636356
36	9	6	0	100	-1	0	1	橋	9	44	0	0	3	0	1	6	8	0	0	1	0	1	1	1	1	100	606261
37	6	3	0	100	-1	0	1	床	9	25	0	0	0	0	1	48	10	10	10	0	0	1	1	1	1	100	34101842
38	6	3	0	100	-1	0	1	床	9	26	0	0	0	0	1	49	10	10	10	0	0	1	1	1	1	100	34097746
39	6	3	0	100	-1	0	1	床	9	27	0	0	0	0	1	50	10	10	10	0	0	1	1	1	1	100	34097746
40	6	3	0	100	-1	0	1	床	9	100	0	0	0	0	1	51	10	10	10	0	0	1	1	1	1	100	34097746
41	6	3	0	100	-1	0	1	床	9	101	0	0	0	0	1	52	10	10	10	0	0	1	1	1	1	100	34097746
42	6	3	0	100	-1	0	1	床	9	102	0	0	0	0	1	53	10	10	10	0	0	1	1	1	1	100	34097746
43	6	3	0	100	-1	0	1	床	9	103	0	0	0	0	1	54	10	10	10	0	0	1	1	1	1	100	34097746
44	6	3	0	100	-1	0	1	床	9	104	0	0	0	0	1	55	10	10	10	0	0	1	1	1	1	100	34097746
